posterior I-AS
direito I-AS
, O
compativel B-R
com O
lesao B-C
isquemica I-C
? O
sindrome B-C
de I-C
Wallenberg I-C
. O

O O
doente O
foi O
submetido O
a O
ciclo B-THER
de I-THER
prednisolona I-THER
1 B-V
mg I-V
/ I-V
kg I-V
/ I-V
dia I-V
, O
com O
melhoria B-EV
importante I-EV
de O
os O
defices B-C
. O

Fez O
TAC-CE B-T
( O
normal B-R
) O
e O
iniciou O
levetiracetam B-THER
, O
sem B-N
efeito B-R
. O

Angio- B-T
-TC I-T
sem B-N
malformacoes B-R
aneurismaticas I-R
ou O
arterio-venosas B-AS
( O
MAV O
) O
intracranianas B-AS
. O

O O
teste B-T
clinico I-T
modificado I-T
de I-T
interacao I-T
sensorial I-T
em I-T
o I-T
equilibrio I-T
( O
mCTSIB O
) O
revelou O
aumento B-R
de I-R
as I-R
oscilacoes I-R
e O
/ O
ou O
queda B-C
em O
as O
provas B-T
olhos I-T
fechados I-T
em I-T
superficie I-T
firme I-T
, O
olhos B-T
abertos I-T
em I-T
superficie I-T
instavel I-T
e O
olhos B-T
fechados I-T
em I-T
superficie I-T
instavel I-T
; O
e O
limites B-R
de I-R
estabilidade I-R
( O
LOS O
) O
, O
com O
diminuicao B-R
de I-R
os I-R
pontos I-R
de I-R
excursao I-R
maxima I-R
e O
ponto B-R
de I-R
terminacao I-R
para I-R
a I-R
frente I-R
e I-R
para I-R
a I-R
direita I-R
e O
com O
tempo B-T
de I-T
reacao I-T
, O
velocidade B-T
de I-T
movimento I-T
ou O
controlo B-T
direcional I-T
dentro B-R
de I-R
os I-R
parametros I-R
normais I-R
. O

O O
estudo B-T
analitico I-T
, O
a O
puncao B-T
lombar I-T
e O
a O
RMN B-T
de I-T
neuroeixo I-T
nao B-N
apresentaram O
alteracoes B-R
significativas I-R
. O

A O
O O
exame B-T
neurologico I-T
apresentava O
um O
Mini-Mental B-T
State I-T
de O
28/30 B-V
e O
uma O
marcha B-C
de I-C
pequenos I-C
passos I-C
, O
de O
base B-CH
ligeiramente I-CH
alargada I-CH
e O
com O
decomposicao B-CH
em I-CH
as I-CH
voltas I-CH
, O
sem B-N
rigidez B-C
ou O
bradicinesia B-C
associadas O
. O

De O
A O
avaliacao B-T
analitica I-T
destacava O
se O
Factor B-V
VIII I-V
aumentado B-R
, O
tambem O
presente B-OBS
em I-OBS
o I-OBS
pai I-OBS
. O

O O
exame B-T
neurologico I-T
evidenciava O
hipotonia B-C
generalizada I-C
com O
tetraplegia B-C
e O
arreflexia B-C
. O

O O
restante O
estudo B-T
etiologico I-T
com I-T
angio-RM I-T
, O
eco-Doppler B-T
de O
os O
vasos B-AS
de I-AS
o I-AS
pescoco I-AS
, O
ECG-Holter B-T
24h B-DT
( O
ritmo B-R
sinusal I-R
) O
e O
ecocardiograma B-T
transtoracico I-T
nao B-N
revelaram O
alteracoes B-R
de I-R
relevo I-R
. O

Apresentava O
historia B-DT
de O
infecao B-C
respiratoria I-C
uma B-DT
semana I-DT
antes I-DT
de I-DT
o I-DT
inicio I-DT
de O
o O
quadro B-C
. O

Internada O
de O
novo O
1 B-DT
mes I-DT
apos I-DT
o I-DT
ultimo I-DT
AIT B-C
por O
instalacao O
subita B-CH
de O
diminuicao B-C
de I-C
a I-C
forca I-C
muscular I-C
em O
o O
membro B-AS
superior I-AS
e O
inferior B-AS
direitos I-AS
e O
disartria B-C
. O

A O
O O
exame B-T
objetivo I-T
identificou O
se O
obvio B-C
compromisso I-C
cognitivo I-C
com I-C
evidente I-C
perturbacao I-C
de I-C
linguagem I-C
, O
alteracao B-C
de I-C
o I-C
comportamento I-C
com I-C
multiplas I-C
estereotipias I-C
, O
tremor B-C
cefalico B-AS
e O
de O
a O
lingua B-AS
, O
bem O
como O
alteracao B-C
de I-C
a I-C
marcha I-C
, O
semifletida B-CH
e O
de O
base B-CH
alargada I-CH
. O

A B-DT
A I-DT
observacao I-DT
apresentava O
queixas B-C
de I-C
cefaleia I-C
holocraneana B-AS
tipo B-CH
tensao I-CH
, O
de O
intensidade B-CH
ligeira I-CH
, O
com O
um B-DT
dia I-DT
de O
evolucao B-EV
. O

Recorreu O
a O
o O
servico O
de O
urgencia O
por O
agravamento B-C
de I-C
a I-C
marcha I-C
o O
dia B-DT
anterior I-DT
. O

Apos B-DT
a O
intervencao B-THER
observaram O
se O
ganhos B-R
em O
a O
TUG B-T
( O
menos B-R
14 I-R
segundos I-R
) O
, O
em O
o O
5-STS B-T
( O
menos B-R
7 I-R
segundos I-R
) O
, O
em O
o O
SLS B-T
( O
mais B-R
21segundos I-R
, O
sobre O
o O
lado B-AS
esquerdo I-AS
e O
mais B-R
2 I-R
segundos I-R
sobre O
o O
lado B-AS
direito I-AS
) O
. O

A O
RM-CE B-T
identificou O
duas B-C
lesoes I-C
corticais B-AS
agudas B-CH
em O
territorio B-AS
vascular I-AS
de I-AS
a I-AS
ACM I-AS
esquerda I-AS
e O
uma O
lesao B-C
antiga B-DT
subcortical B-AS
em O
territorio B-AS
vascular I-AS
de I-AS
a I-AS
ACM I-AS
direita I-AS
. O

Manteve O
se O
assintomatico B-OBS
em B-DT
os I-DT
7 I-DT
anos I-DT
seguintes I-DT
, O
apos B-DT
os I-DT
quais I-DT
inicia O
quadro O
de O
desequilibrio B-C
em I-C
a I-C
marcha I-C
e O
diplopia B-C
que O
surge O
1 B-DT
semana I-DT
apos I-DT
infeccao B-C
respiratoria B-AS
superior I-AS
. O

Iniciou O
antiagregacao B-THER
com I-THER
AAS I-THER
e O
aguarda B-OBS
a O
realizacao O
de O
angiografia B-T
cerebral B-AS
e O
o O
resultado O
de O
o O
estudo B-T
enzimatico I-T
de I-T
a I-T
alfa-galactosidase I-T
. O

Painel B-T
de I-T
ataxias I-T
revelou O
mutacao B-R
em O
o O
gene B-G
TTBK2 I-G
, O
presente B-OBS
em O
o O
pai B-OBS
, O
que O
e O
saudavel B-OBS
. O

O O
quadro B-C
clinico I-C
, O
imagiologico B-C
e O
laboratorial B-C
suportou O
o O
diagnostico B-CH
de O
variante B-C
cortical I-C
de I-C
EM I-C
, O
tendo O
feito O
ciclo B-THER
de I-THER
metilprednisolona I-THER
sem B-N
melhoria B-EV
significativa I-EV
. O

Doente O
de O
o O
sexo O
masculino O
, O
46 O
anos O
, O
com O
historia B-DT
de O
defice B-C
cognitivo I-C
ligeiro I-C
e O
cirurgia B-THER
para I-THER
remocao I-THER
de O
tumor B-C
benigno I-C
de O
a O
tiroide B-AS
, O
admitido O
por O
quadro O
com O
um B-DT
ano I-DT
de O
evolucao B-EV
de O
cefaleias B-C
, O
desequilibrio B-C
e O
episodios O
de O
sincope B-C
recorrentes B-DT
. O

O O
estudo B-T
de I-T
liquor I-T
revelou O
785 B-V
celulas I-V
( O
75%polimorfonucleares B-V
) O
e O
hiperproteinorraquia B-R
( O
0.93g B-V
/ I-V
L I-V
) O
. O

Medicada O
com O
varios B-THER
antidepressivos I-THER
, O
sem B-N
resultado B-EV
. O

O O
estudo B-T
RM- I-T
-CE I-T
com I-T
espectroscopia I-T
foi O
normal B-R
e O
o O
estudo B-T
funcional I-T
em I-T
repouso I-T
revelou O
redes B-R
funcionais I-R
com I-R
atraso I-R
importante I-R
de I-R
a I-R
maturacao I-R
. O

A B-DT
A I-DT
observacao I-DT
existia O
apenas O
hipopalestesia B-C
maleolar B-AS
bilateral I-AS
. O

Analiticamente B-T
sem B-N
aumento B-R
de I-R
parametros I-R
inflamatorios I-R
e O
LCR B-T
com I-T
exame I-T
citoquimico I-T
normal B-R
e O
exame B-T
cultural I-T
negativo B-R
. O

A O
O O
exame B-T
apresentava O
, O
de O
novo O
, O
sindrome B-C
total I-C
de O
a O
circulacao B-AS
anterior I-AS
esquerda I-AS
. O

A B-DT
A I-DT
admissao I-DT
, O
apresentava O
tensao B-T
arterial I-T
de O
230/120 B-V
mmHg I-V
. O

A O
doente O
foi O
submetida O
a O
intervencao B-THER
diaria I-THER
de I-THER
FT I-THER
durante B-DT
6 I-DT
semanas I-DT
( O
18/10 B-DT
a I-DT
24/11 I-DT
) O
. O

Perante O
o O
diagnostico B-CH
de O
doenca B-C
de I-C
Pompe I-C
iniciou O
tratamento B-THER
enzimatico I-THER
de I-THER
substituicao I-THER
( O
TES O
) O
. O

Detectou O
se O
um O
hipotiroidismo B-C
autoimune I-C
e O
a O
HbA1c B-V
de I-V
7 I-V
% I-V
. O

Mulher O
de O
70 O
anos O
de O
idade O
, O
observada O
em O
o O
Servico O
de O
Urgencia O
por O
queixas O
de O
desiquilibrio B-C
em I-C
a I-C
marcha I-C
e O
perturbacao B-C
de I-C
a I-C
articulacao I-C
verbal I-C
com O
2 B-DT
dias I-DT
de O
evolucao B-EV
. O

Ecocardiograma B-T
, O
EcoDoppler B-T
carotideo B-AS
sem B-N
alteracoes B-R
. O

Em O
A O
RM B-T
de O
o O
neuro-eixo B-AS
, O
lesao B-C
hiperintensa B-R
em I-R
T2 I-R
com I-R
